Westchester County Airport,Barnstable Municipal Boardman Polando Field,294.4143813
Westchester County Airport,Lebanon Municipal Airport,306.8728173
Westchester County Airport,Martha's Vineyard Airport,261.850095
Havre City County Airport,Billings Logan International Airport,317.8135882
Barnstable Municipal Boardman Polando Field,Nantucket Memorial Airport,49.75052154
Barnstable Municipal Boardman Polando Field,General Edward Lawrence Logan International Airport,97.79162852
Kirksville Regional Airport,St Louis Lambert International Airport,239.4987895
Lebanon Municipal Airport,General Edward Lawrence Logan International Airport,175.694898
Lebanon Municipal Airport,Westchester County Airport,306.8728173
Massena International Richards Field,Albany International Airport,257.1342962
Massena International Richards Field,Albany International Airport,257.1342962
Massena International Richards Field,Albany International Airport,257.1342962
Martha's Vineyard Airport,Nantucket Memorial Airport,48.92705667
Martha's Vineyard Airport,General Edward Lawrence Logan International Airport,112.6460568
Martha's Vineyard Airport,New Bedford Regional Airport,42.48916871
Martha's Vineyard Airport,Westchester County Airport,261.850095
Williamson County Regional Airport,St Louis Lambert International Airport,162.214029
Ogdensburg International Airport,Albany International Airport,253.2313211
Ogdensburg International Airport,Albany International Airport,253.2313211
Ogdensburg International Airport,Albany International Airport,253.2313211
L M Clayton Airport,Billings Logan International Airport,340.0621491
Owensboro Daviess County Airport,St Louis Lambert International Airport,301.9096095
Provincetown Municipal Airport,General Edward Lawrence Logan International Airport,72.40912444
Knox County Regional Airport,General Edward Lawrence Logan International Airport,243.8744859
Rutland - Southern Vermont Regional Airport,General Edward Lawrence Logan International Airport,204.7668003
Sidney - Richland Regional Airport,Billings Logan International Airport,393.6379142
Adirondack Regional Airport,General Edward Lawrence Logan International Airport,343.0452843
St Louis Lambert International Airport,Cape Girardeau Regional Airport,183.0853399
St Louis Lambert International Airport,Kirksville Regional Airport,239.4987895
St Louis Lambert International Airport,Williamson County Regional Airport,162.214029
St Louis Lambert International Airport,Owensboro Daviess County Airport,301.9096095
St Louis Lambert International Airport,Waynesville-St. Robert Regional Forney field,191.1046765
St Louis Lambert International Airport,Quincy Regional Baldwin Field,150.4146423
Waynesville-St. Robert Regional Forney field,St Louis Lambert International Airport,191.1046765
Quincy Regional Baldwin Field,St Louis Lambert International Airport,150.4146423
Lehigh Valley International Airport,Charlotte Douglas International Airport,773.1478378
Lehigh Valley International Airport,Philadelphia International Airport,88.28314272
Abilene Regional Airport,Dallas Fort Worth International Airport,253.808916
Albuquerque International Sunport,Dallas Fort Worth International Airport,915.5069402
Albuquerque International Sunport,Los Angeles International Airport,1089.899312
Albuquerque International Sunport,Chicago O'Hare International Airport,1798.900369
Albuquerque International Sunport,Phoenix Sky Harbor International Airport,528.5867183
Waco Regional Airport,Dallas Fort Worth International Airport,143.7002705
Alexandria International Airport,Dallas Fort Worth International Airport,457.8889238
Augusta Regional At Bush Field,Charlotte Douglas International Airport,225.1372306
Augusta Regional At Bush Field,Ronald Reagan Washington National Airport,752.5875948
Albany International Airport,Charlotte Douglas International Airport,1039.557433
Albany International Airport,Charlotte Douglas International Airport,1039.557433
Albany International Airport,Charlotte Douglas International Airport,1039.557433
Albany International Airport,Ronald Reagan Washington National Airport,511.5450693
Albany International Airport,Ronald Reagan Washington National Airport,511.5450693
Albany International Airport,Ronald Reagan Washington National Airport,511.5450693
Albany International Airport,Philadelphia International Airport,341.4209435
Albany International Airport,Philadelphia International Airport,341.4209435
Albany International Airport,Philadelphia International Airport,341.4209435
Waterloo Regional Airport,Chicago O'Hare International Airport,376.3670997
Rick Husband Amarillo International Airport,Dallas Fort Worth International Airport,502.0019472
Ted Stevens Anchorage International Airport,Los Angeles International Airport,3774.335726
Ted Stevens Anchorage International Airport,Phoenix Sky Harbor International Airport,4106.110059
Watertown International Airport,Chicago O'Hare International Airport,993.7001625
Watertown International Airport,Philadelphia International Airport,462.1673769
Hartsfield Jackson Atlanta International Airport,Charlotte Douglas International Airport,364.9812352
Hartsfield Jackson Atlanta International Airport,Dallas Fort Worth International Airport,1177.006575
Hartsfield Jackson Atlanta International Airport,Miami International Airport,956.9183918
Hartsfield Jackson Atlanta International Airport,Chicago O'Hare International Airport,974.9571338
Hartsfield Jackson Atlanta International Airport,Philadelphia International Airport,1072.147461
Hartsfield Jackson Atlanta International Airport,Phoenix Sky Harbor International Airport,2554.546296
Austin Bergstrom International Airport,Charlotte Douglas International Airport,1661.623911
Austin Bergstrom International Airport,Dallas Fort Worth International Airport,305.5749366
Austin Bergstrom International Airport,John F Kennedy International Airport,2448.498975
Austin Bergstrom International Airport,Los Angeles International Airport,1998.048738
Austin Bergstrom International Airport,Louis Armstrong New Orleans International Airport,714.6932813
Austin Bergstrom International Airport,Chicago O'Hare International Airport,1573.385219
Austin Bergstrom International Airport,Philadelphia International Airport,2301.948703
Austin Bergstrom International Airport,Phoenix Sky Harbor International Airport,1403.333215
Asheville Regional Airport,Charlotte Douglas International Airport,147.4367436
Wilkes Barre Scranton International Airport,Charlotte Douglas International Airport,818.6275189
Wilkes Barre Scranton International Airport,Philadelphia International Airport,167.8974809
Kalamazoo Battle Creek International Airport,Chicago O'Hare International Airport,196.6615401
Bradley International Airport,Charlotte Douglas International Airport,1035.989568
Bradley International Airport,Ronald Reagan Washington National Airport,504.0124876
Bradley International Airport,Dallas Fort Worth International Airport,2366.944627
Bradley International Airport,Los Angeles International Airport,4066.194801
Bradley International Airport,Miami International Airport,1922.220205
Bradley International Airport,Chicago O'Hare International Airport,1260.278394
Bradley International Airport,Philadelphia International Airport,314.8310469
Bradley International Airport,Pittsburgh International Airport,652.9658244
Meadows Field,Phoenix Sky Harbor International Airport,684.2523434
Greater Binghamton/Edwin A Link field,Philadelphia International Airport,266.8389451
Bangor International Airport,Ronald Reagan Washington National Airport,949.1257604
Bangor International Airport,Philadelphia International Airport,761.0016921
Birmingham-Shuttlesworth International Airport,Charlotte Douglas International Airport,564.7444646
Birmingham-Shuttlesworth International Airport,Ronald Reagan Washington National Airport,1051.558886
Birmingham-Shuttlesworth International Airport,Dallas Fort Worth International Airport,961.063705
Birmingham-Shuttlesworth International Airport,Miami International Airport,1063.874377
Birmingham-Shuttlesworth International Airport,Philadelphia International Airport,1242.535149
Central Illinois Regional Airport at Bloomington-Normal,Dallas Fort Worth International Airport,1110.047888
Central Illinois Regional Airport at Bloomington-Normal,Dallas Fort Worth International Airport,1110.047888
Central Illinois Regional Airport at Bloomington-Normal,Chicago O'Hare International Airport,187.0624501
Central Illinois Regional Airport at Bloomington-Normal,Chicago O'Hare International Airport,187.0624501
Nashville International Airport,Charlotte Douglas International Airport,528.8982327
Nashville International Airport,Ronald Reagan Washington National Airport,904.1860545
Nashville International Airport,Dallas Fort Worth International Airport,1015.798178
Nashville International Airport,John F Kennedy International Airport,1231.883924
Nashville International Airport,Los Angeles International Airport,2892.651857
Nashville International Airport,La Guardia Airport,1229.746509
Nashville International Airport,Miami International Airport,1297.028886
Nashville International Airport,Chicago O'Hare International Airport,658.4967951
Nashville International Airport,Philadelphia International Airport,1086.226561
Boise Air Terminal/Gowen Field,Phoenix Sky Harbor International Airport,1182.544847
General Edward Lawrence Logan International Airport,Buffalo Niagara International Airport,636.6027797
General Edward Lawrence Logan International Airport,Charlotte Douglas International Airport,1171.324175
General Edward Lawrence Logan International Airport,Ronald Reagan Washington National Airport,642.1828833
General Edward Lawrence Logan International Airport,Dallas Fort Worth International Airport,2513.354457
General Edward Lawrence Logan International Airport,John F Kennedy International Airport,300.4948944
General Edward Lawrence Logan International Airport,Los Angeles International Airport,4202.209711
General Edward Lawrence Logan International Airport,La Guardia Airport,297.0680439
General Edward Lawrence Logan International Airport,Harrisburg International Airport,539.1413882
General Edward Lawrence Logan International Airport,Miami International Airport,2025.015555
General Edward Lawrence Logan International Airport,Chicago O'Hare International Airport,1394.737448
General Edward Lawrence Logan International Airport,Portland International Airport,4083.353827
General Edward Lawrence Logan International Airport,Portland International Airport,4083.353827
General Edward Lawrence Logan International Airport,Philadelphia International Airport,450.6488368
General Edward Lawrence Logan International Airport,Phoenix Sky Harbor International Airport,3701.461697
General Edward Lawrence Logan International Airport,Pittsburgh International Airport,798.4199558
General Edward Lawrence Logan International Airport,Richmond International Airport,762.7133765
General Edward Lawrence Logan International Airport,Greater Rochester International Airport,552.166479
General Edward Lawrence Logan International Airport,Greater Rochester International Airport,552.166479
General Edward Lawrence Logan International Airport,San Diego International Airport,4164.546807
General Edward Lawrence Logan International Airport,Seattle Tacoma International Airport,4016.414726
General Edward Lawrence Logan International Airport,Syracuse Hancock International Airport,425.8009655
Southeast Texas Regional Airport,Dallas Fort Worth International Airport,434.6886214
Brownsville South Padre Island International Airport,Dallas Fort Worth International Airport,775.7057858
Baton Rouge Metropolitan Airport,Charlotte Douglas International Airport,1086.280037
Baton Rouge Metropolitan Airport,Dallas Fort Worth International Airport,616.4597403
Burlington International Airport,Ronald Reagan Washington National Airport,702.8215422
Burlington International Airport,Ronald Reagan Washington National Airport,702.8215422
Burlington International Airport,Philadelphia International Airport,539.2360832
Burlington International Airport,Philadelphia International Airport,539.2360832
Buffalo Niagara International Airport,General Edward Lawrence Logan International Airport,636.6027797
Buffalo Niagara International Airport,Charlotte Douglas International Airport,878.7557122
Buffalo Niagara International Airport,Ronald Reagan Washington National Airport,475.9188857
Buffalo Niagara International Airport,Chicago O'Hare International Airport,761.5981945
Buffalo Niagara International Airport,Philadelphia International Airport,448.6443909
Bob Hope Airport,Portland International Airport,1314.873422
Bob Hope Airport,Portland International Airport,1314.873422
Bob Hope Airport,Phoenix Sky Harbor International Airport,593.6319634
Bob Hope Airport,Seattle Tacoma International Airport,1507.962648
Baltimore/Washington International Thurgood Marshall Airport,Charlotte Douglas International Airport,580.6465772
Baltimore/Washington International Thurgood Marshall Airport,Dallas Fort Worth International Airport,1958.133317
Baltimore/Washington International Thurgood Marshall Airport,John F Kennedy International Airport,295.7450215
Baltimore/Washington International Thurgood Marshall Airport,Miami International Airport,1522.218738
Baltimore/Washington International Thurgood Marshall Airport,Chicago O'Hare International Airport,1000.128697
Baltimore/Washington International Thurgood Marshall Airport,Philadelphia International Airport,145.0459217
Baltimore/Washington International Thurgood Marshall Airport,Phoenix Sky Harbor International Airport,3216.551223
Columbia Metropolitan Airport,Charlotte Douglas International Airport,142.3844287
Columbia Metropolitan Airport,Charlotte Douglas International Airport,142.3844287
Columbia Metropolitan Airport,Ronald Reagan Washington National Airport,656.5900056
Columbia Metropolitan Airport,Ronald Reagan Washington National Airport,656.5900056
